,topic,title,date,search_date,link,tags
438,Negócios,Positivo (POSI3); AES Brasil (AESB3): Veja as datas de corte e quem vai pagar dividendos na semana,18/09/2021 17:35,2022-05-03 16:32:39,https://www.suno.com.br/noticias/positivo-posi3-aes-brasil-aesb3-espa3-agenda-dividendos-189/,"['AES Brasil (AESB3)', 'dividendos', 'Espaçolaser (ESPA3)', 'Grupo Monteiro Aranha (MOAR3)', 'Indústrias Romi (ROMI3)', 'juros sobre capital próprio (JCP)', 'Lojas Renner (LREN3)', 'Odontoprev (ODPV3)', 'Positivo Tecnologia (POSI3)', 'proventos', 'Vale (VALE3)']"
444,Mercado,Ibovespa sobe 1% após impacto da Evergrande e às vésperas do Copom; Via (VIIA3) dispara 11%,21/09/2021 17:53,2022-05-03 16:32:47,https://www.suno.com.br/noticias/ibovespa-sobe-evergrande-copom-via-viia3-desponta/,"['americanas S.A (AMER3)', 'Especialistas', 'Gerdau (GGBR3/GGBR4)', 'Gerdau Metalúrgica (GOAU3/GOAU4)', 'Ibovespa', 'Lojas Americanas (LAME3/LAME4)', 'Magazine Luiza (MGLU3)', 'Vale (VALE3)', 'Via Varejo (VVAR3)']"
446,Mercado,"Ibovespa recua 1,1% com NY negativa e peso do minério de ferro; CSN (CSNA3) cai 5%",16/09/2021 14:20,2022-05-03 16:32:54,https://www.suno.com.br/noticias/ibovespa-queda-minerio-ferro-vale-vale-rede-dor-rdor3-16092021/,"['Bolsa de Valores de São Paulo (B3)', 'Especialistas', 'Estados Unidos (EUA)', 'Ibovespa', ""Rede D'or (RDOR3)"", 'SulAmérica (SULA11/SULA3/SULA4)', 'Vale (VALE3)']"
452,Mercado,Ibovespa cai quase 1% com peso de commodities e acompanha NY; CSN (CSNA3) cai 4%,31/08/2021 13:44,2022-05-03 16:33:00,https://www.suno.com.br/noticias/ibovespa-queda-commodities-vale-vale3-braskem-brkm5-31082021/,"['Bolsa de Valores de São Paulo (B3)', 'Braskem (BRKM3/BRKM5/BRKM6)', 'commodities', 'Desemprego', 'Especialistas', 'Ibovespa', 'Vale (VALE3)']"
453,Mercado,"Ibovespa salta 1,72% após carta de Bolsonaro; Banco Inter (BIDI4) sobe 6%",09/09/2021 17:54,2022-05-03 16:33:00,https://www.suno.com.br/noticias/ibovespa-salta-bolsonaro-banco-inter-bidi4-dispara/,"['americanas S.A (AMER3)', 'Bradespar (BRAP3/BRAP4)', 'Eletrobras (ELET3/ELET5/ELET6)', 'Especialistas', 'Ibovespa', 'Magazine Luiza (MGLU3)', 'Vale (VALE3)']"
456,Negócios,BHP analisa venda de sua unidade de petróleo por US$ 15 bilhões,16/08/2021 19:17,2022-05-03 16:33:05,https://www.suno.com.br/noticias/bhp-analisa-venda-unidade-petroleo-15-bilhoes/,"['Agências', 'Petróleo', 'Petróleo Brent', 'Petróleo WTI', 'Vale (VALE3)']"
458,Mercado,Ibovespa abre em recuperação liderada por IRB (IRBR3),26/07/2021 11:13,2022-05-03 16:33:05,https://www.suno.com.br/noticias/ibovespa-abre-em-recuperacao-liderada-irb-irbrb3/,"['Braskem (BRKM3/BRKM5/BRKM6)', 'Especialistas', 'Hypera Pharma (HYPE3)', 'Ibovespa', 'IRB Brasil (IRBR3)', 'Vale (VALE3)']"
459,Mercado,"Ibovespa cede 0,78% com crise hídrica e ruído político; Cyrela (CYRE3) afunda 4%",30/08/2021 17:59,2022-05-03 16:33:09,https://www.suno.com.br/noticias/ibovespa-cede-cyrela-cyre3-afunda/,"['americanas S.A (AMER3)', 'CSN (CSNA3)', 'Cyrela (CYRE3)', 'Especialistas', 'Eztec (EZTC3)', 'Gerdau (GGBR3/GGBR4)', 'Ibovespa', 'Lojas Americanas (LAME3/LAME4)', 'MRV (MRVE3)', 'USIM5', 'Vale (VALE3)']"
461,Mercado,"Ibovespa interrompe sequência de perdas e sobe 0,45%; CVC (CVCB3) avança 8%",19/08/2021 17:52,2022-05-03 16:33:09,https://www.suno.com.br/noticias/ibovespa-avanca-cvc-cvcb3-sobe-8/,"['Assaí (ASAI3)', 'CSN (CSNA3)', 'Especialistas', 'Ibovespa', 'Locaweb (LWSA3)', 'Totvs (TOTS3)', 'USIM5', 'Vale (VALE3)']"
470,Mercado,"Ibovespa recua 0,87% com temor inflacionário; Magazine Luiza (MGLU3) cai 2,8%",23/07/2021 17:50,2022-05-03 16:33:16,https://www.suno.com.br/noticias/ibovespa-recua-temor-inflacionario-magazine-luiza-mglu3-cai/,"['Especialistas', 'Eztec (EZTC3)', 'Hypera Pharma (HYPE3)', 'Ibovespa', 'Minerva (BEEF11/BEEF3)', 'MRV (MRVE3)', 'USIM5', 'Usiminas', 'Vale (VALE3)']"
480,Mercado,"Ibovespa fecha em queda de 0,38% após ata do Copom; CVC (CVCB3) sobe 2%",22/06/2021 17:40,2022-05-03 16:33:17,https://www.suno.com.br/noticias/ibovespa-cai-ata-copom-cvc-cvcb3-sobe/,"['CCR (CCRO3)', 'CVC (CVCB3)', 'Especialistas', 'Grupo Pão de Açúcar (PCAR3/PCAR4)', 'Ibovespa', 'USIM5', 'Usiminas', 'Vale (VALE3)']"
481,Mercado,Ibovespa abre semana no vermelho com menor fluxo estrangeiro,05/07/2021 10:54,2022-05-03 16:33:17,https://www.suno.com.br/noticias/ibovespa-queda-feriado-eua-vale-vale3-05072021/,"['Comissão Parlamentar de Inquérito (CPI)', 'Especialistas', 'Ibovespa', 'inflação', 'Petróleo', 'Vale (VALE3)']"
482,Negócios,Samarco: Credores contestam plano de recuperação judicial,16/07/2021 15:15,2022-05-03 16:33:17,https://www.suno.com.br/noticias/credores-contestam-plano-recuperacao-samarco/,"['recuperação judicial', 'Samarco', 'Vale (VALE3)']"
486,Negócios,UBS é pessimista com minério de ferro e indica venda de Rio Tinto,21/06/2021 10:32,2022-05-03 16:33:17,https://www.suno.com.br/noticias/ubs-minerio-de-ferro-venda-rio-tinto/,"['commodities', 'minério de ferro', 'UBS (UBSG34)', 'Vale (VALE3)']"
491,Mercado,"Ibovespa afunda com exterior, desemprego e pressão de commodities; Localiza (RENT3) cai 5%",30/07/2021 13:14,2022-05-03 16:33:18,https://www.suno.com.br/noticias/ibovespa-queda-commodities-vale-vale3-minerio-30072021/,"['Bolsa de Valores de São Paulo (B3)', 'commodities', 'Especialistas', 'Ibovespa', 'Localiza (RENT3)', 'Unidas (LCAM3)', 'Vale (VALE3)']"
499,Mercado,"Ibovespa abre em alta após feriado, com alta no minério de ferro",12/07/2021 10:56,2022-05-03 16:33:18,https://www.suno.com.br/noticias/ibovespa-abre-subindo-dados-aereas-alta-minerio-ipos/,"['Azul', 'AZUL4', 'B3 (B3SA3)', 'Burger King Brasil (BKBR3)', 'Especialistas', 'Gol Linhas Aéreas (GOLL11/GOLL4)', 'Ibovespa', 'Ibovespa futuro', 'IPO (Oferta Inicial de Ações)', 'minério de ferro', 'Vale (VALE3)']"
501,Mercado,Ibovespa avança com força de commodities e supera exterior; CSN (CSNA3) sobe 4%,26/07/2021 14:15,2022-05-03 16:33:18,https://www.suno.com.br/noticias/ibovespa-commodities-vale-vale3-26072021/,"['commodities', 'Especialistas', 'Fleury (FLRY3)', 'Ibovespa', 'S&P 500', 'Vale (VALE3)']"
502,Negócios,Minério de ferro cai na China e pode afetar desempenho das siderúrgicas no Ibovespa,23/08/2021 10:03,2022-05-03 16:33:18,https://www.suno.com.br/noticias/minerio-de-ferro-desvaloriza-china-siderurgicas-ibovespa/,"['CSN (CSNA3)', 'Gerdau Metalúrgica (GOAU3/GOAU4)', 'minério de ferro', 'siderurgia', 'Usiminas', 'Vale (VALE3)']"
504,Mercado,Commodities: perfil da recuperação chinesa traz volatilidade aos preços,01/08/2021 12:00,2022-05-03 16:33:19,https://www.suno.com.br/noticias/commodities-china-economia-desacelerada-vale-vale3/,"['China', 'commodities', 'CSN (CSNA3)', 'Economia', 'Especiais', 'inflação', 'pandemia', 'Vale (VALE3)']"
506,Mercado,"Em recuperação, Ibovespa abre em alta de 0,6%; Sabesp (SBSP3) devolve ganhos",23/08/2021 11:10,2022-05-03 16:33:19,https://www.suno.com.br/noticias/ibovespa-subindo-sabesp-sbsp3-devolve-ganhos/,"['Braskem (BRKM3/BRKM5/BRKM6)', 'Especialistas', 'Ibovespa', 'Sabesp', 'Sabesp (SBSP3)', 'Vale (VALE3)']"
531,Internacional,Como a queda do minério de ferro na Bolsa chinesa derruba o Ibovespa?,25/08/2021 09:53,2022-05-03 16:33:26,https://www.suno.com.br/noticias/queda-minerio-de-ferro-bolsa-china-ibovespa/,"['China', 'commodities', 'CSN (CSNA3)', 'CSN Mineração (CMIN3)', 'Especiais', 'Gerdau (GGBR3/GGBR4)', 'Ibovespa', 'minério de ferro', 'Usiminas', 'Vale (VALE3)']"
537,Mercado,"Ibovespa abre em queda com prévia do PIB, mas Bradespar (BRAP4) descola e sobe 7%",15/09/2021 10:47,2022-05-03 16:33:33,https://www.suno.com.br/noticias/ibovespa-abre-queda-previa-pib-bradespar-descola-sobe-7/,"['Bolsas mundiais', 'Bradespar (BRAP3/BRAP4)', 'Cia Hering (HGTX3)', 'Especialistas', 'Gol Linhas Aéreas (GOLL11/GOLL4)', 'Grupo Soma (SOMA3)', 'Ibovespa', 'Vale (VALE3)']"
543,Mercado,"Ibovespa sobe 1,8% com exterior no azul e reuniões de política monetária; Méliuz (CASH3) dispara 11%",21/09/2021 14:46,2022-05-03 16:33:33,https://www.suno.com.br/noticias/ibovespa-alta-fed-copom-china-vale-vale3-21092021/,"['Bolsa de Valores de São Paulo (B3)', 'Copom', 'Especialistas', 'Federal Reserve (FED)', 'Ibovespa', 'minério de ferro', 'Vale (VALE3)']"
546,Mercado,Ibovespa engata 7ª alta consecutiva e supera 130 mil pontos; CVC (CVCB3) dispara,04/06/2021 17:26,2022-05-03 16:34:11,https://www.suno.com.br/noticias/ibovespa-engata-supera-130-mil-cvc-cvcb3-dispara/,"['BRMalls (BRML3)', 'CSN (CSNA3)', 'CVC (CVCB3)', 'Especialistas', 'Gerdau (GGBR3/GGBR4)', 'Ibovespa', 'Iguatemi (IGTA3)', 'Multiplan (MULT3)', 'USIM5', 'Usiminas', 'Vale (VALE3)']"
548,Mercado,"Ibovespa cai 0,64% após sinalização do Fed; Banco Inter (BIDI11) sobe 5,5%",16/06/2021 17:25,2022-05-03 16:34:15,https://www.suno.com.br/noticias/ibovespa-cai-sinalizacao-fed-banco-inter-bidi11-sobe/,"['Banco Inter (BIDI11/BIDI4/BIDI3)', 'CSN (CSNA3)', 'Especialistas', 'Gerdau (GGBR3/GGBR4)', 'Ibovespa', 'SulAmérica (SULA11/SULA3/SULA4)', 'Vale (VALE3)']"
560,Mercado,"Ibovespa perde força e fecha em queda de 0,11% com rali de commodities e rotação de carteiras",10/05/2021 17:34,2022-05-03 16:35:06,https://www.suno.com.br/noticias/ibovespa-fecha-queda-commodities-rotacao/,"['B2W Digital (BTOW3)', 'CVC (CVCB3)', 'Especialistas', 'Ibovespa', 'Locaweb (LWSA3)', 'Lojas Amerianas', 'Lojas Americanas (LAME3/LAME4)', 'Vale (VALE3)']"
561,Mercado,"Ibovespa ganha fôlego e opera estável, com destaque para Eletrobras (ELET3)",11/05/2021 13:49,2022-05-03 16:35:06,https://www.suno.com.br/noticias/ibovespa-vale-vale3-eletrobras-elet3-privatizacao-11052021/,"['Banco Inter (BIDI11/BIDI4/BIDI3)', 'Eletrobras (ELET3/ELET5/ELET6)', 'Especialistas', 'Ibovespa', 'privatizações', 'Vale (VALE3)']"
565,Mercado,Ibovespa recua quase 1% com agito da temporada de resultados; Banco Inter (BIDI11) despenca 6%,04/05/2021 13:48,2022-05-03 16:35:26,https://www.suno.com.br/noticias/ibovespa-banco-inter-bidi11-balancos-trimestrais-04052021/,"['balanços trimestrais', 'Banco Inter (BIDI11/BIDI4/BIDI3)', 'Especialistas', 'Ibovespa', 'Vale (VALE3)']"
566,Mercado,"Ibovespa opera em alta, seguindo minério de ferro; CVC (CVCB3) sobe 7% após recomendação",10/05/2021 13:59,2022-05-03 16:35:26,https://www.suno.com.br/noticias/ibovespa-commodities-minerio-de-ferro-cvc-cvcb3-10052021/,"['Bolsa de Valores de São Paulo (B3)', 'commodities', 'CVC (CVCB3)', 'Especialistas', 'Ibovespa', 'Vale (VALE3)']"
567,Mercado,"Ibovespa mantém leve alta, sustentado por commodities; Méliuz (CASH3) não agrada e ação cai 5%",17/05/2021 14:01,2022-05-03 16:35:26,https://www.suno.com.br/noticias/ibovespa-commodities-minerio-vale-vale3-meliuz-cash3-17052021/,"['balanços trimestrais', 'Enjoei (ENJU3)', 'Especialistas', 'Ibovespa', 'Méliuz (CASH3)', 'minério de ferro', 'Vale (VALE3)']"
568,Mercado,"Ibovespa abre semana no azul, estimulado por contexto em commodities",10/05/2021 10:48,2022-05-03 16:35:35,https://www.suno.com.br/noticias/ibovespa-commodities-minerio-de-ferro-vale-vale3-10052021/,"['Comissão Parlamentar de Inquérito (CPI)', 'commodities', 'Especialistas', 'Ibovespa', 'inflação', 'minério de ferro', 'Vale (VALE3)']"
572,Internacional,Minério de ferro dispara e renova máxima histórica com alerta de escassez,10/05/2021 09:28,2022-05-03 16:35:43,https://www.suno.com.br/noticias/minerio-de-ferro-china-maxima-historica-escassez/,"['aço', 'China', 'commodities', 'minério de ferro', 'Vale (VALE3)']"
573,Mercado,"Minério de ferro: condição inédita explica alta, que deve se sustentar em 2021",14/05/2021 07:17,2022-05-03 16:35:43,https://www.suno.com.br/noticias/minerio-de-ferro-escalada-preco-vale-vale3/,"['China', 'commodities', 'dividendos', 'Especiais', 'Estados Unidos (EUA)', 'minério de ferro', 'Vale (VALE3)']"
574,Mercado,Ibovespa fecha em queda de 1% com Brasília em foco; CVC (CVCB3) sobe 5%,27/04/2021 17:23,2022-05-03 16:35:43,https://www.suno.com.br/noticias/ibovespa-fecha-queda-brasilia-cvc-cvcb3/,"['BRF (BRFS3)', 'CVC (CVCB3)', 'Especialistas', 'Ibovespa', 'JBS (JBSS3)', 'Vale (VALE3)']"
575,Mercado,Ibovespa recua puxado por commodities e destoa de NY; Sabesp (SBSP3) cai 5%,03/05/2021 14:06,2022-05-03 16:35:43,https://www.suno.com.br/noticias/ibovespa-resultados-commodities-sabesp-sbsp3-03052021/,"['commodities', 'Ecorodovias (ECOR3)', 'Especialistas', 'Ibovespa', 'Sabesp', 'SBSP3', 'Vale (VALE3)']"
600,Negócios,"Magazine Luiza (MGLU3), Gol (GOLL4) e CSN (CSNA3) lideram perdas do Ibovespa na semana",20/03/2021 16:36,2022-05-03 16:36:12,https://www.suno.com.br/noticias/magazine-luiza-mglu3-gol-goll4-e-csn-csna3-lideram-perdas-ibovespa/,"['CSN (CSNA3)', 'Gol Linhas Aéreas (GOLL11/GOLL4)', 'Ibovespa', 'Klabin (KLBN11/KLBN3/KLBN4)', 'Magazine Luiza (MGLU3)', 'Vale (VALE3)']"
601,Mercado,Temporada de balanços do 4T20 acaba com alta de 100% no lucro,01/04/2021 16:00,2022-05-03 16:36:12,https://www.suno.com.br/noticias/temporada-de-balancos-alta-lucro/,"['balanços trimestrais', 'Economática', 'Especialistas', 'Oi (OIBR3/OIBR4)', 'Vale (VALE3)']"
606,Mercado,"Ibovespa recua 0,72%, a 114 mil pontos; saldo semanal fica negativo",12/03/2021 18:17,2022-05-03 16:36:12,https://www.suno.com.br/noticias/ibovespa-recua-saldo-semanal-negativo/,"['Energisa (ENGI11/ENGI3/ENGI4)', 'Gol Linhas Aéreas (GOLL11/GOLL4)', 'Ibovespa', 'Smiles (SMLS3)', 'Vale (VALE3)']"
620,Negócios,"Destaques de empresas: Oi (OIBR3), Tenda (TEND3) e brMalls (BRML3)",12/03/2021 10:17,2022-05-03 16:36:14,https://www.suno.com.br/noticias/destaques-de-empresas-oi-oibr3-tenda-tend3-brmalls-brml3/,"['android', 'BRMalls (BRML3)', 'Copel (CPLE3/CPLE5/CPLE6)', 'destaques de empresas', 'Energisa (ENGI11/ENGI3/ENGI4)', 'Locaweb (LWSA3)', 'Oi (OIBR3/OIBR4)', 'Tenda (TEND3)', 'Vale (VALE3)', 'Vibra Energia (VBBR3)']"
623,Mercado,"Ibovespa abre em alta, com mercado avaliando humor externo",26/02/2021 10:16,2022-05-03 16:36:14,https://www.suno.com.br/noticias/ibovespa-bolsas-mundiais-desemprego-coronavirus-26022021/,"['coronavírus', 'Desemprego', 'Estados Unidos (EUA)', 'Ibovespa', 'S&P 500', 'Vale (VALE3)']"
624,Mercado,"Ibovespa sobe 0,91%, a 114 mil pontos, mas perde 1,24% na semana",26/03/2021 17:40,2022-05-03 16:36:14,https://www.suno.com.br/noticias/ibovespa-hoje-alta-semana-queda/,"['Ibovespa', 'Ser Educacional (SEER3)', 'Vale (VALE3)', 'Vivo']"
629,Mercado,"Ibovespa fecha em queda de 1,98%, com saída do presidente do Banco do Brasil",26/02/2021 18:26,2022-05-03 16:36:15,https://www.suno.com.br/noticias/ibovespa-fecha-queda-198-26022021/,"['Banco do Brasil (BBAS3)', 'BRF (BRFS3)', 'Ibovespa', 'Vale (VALE3)']"
634,Negócios,"BNDES tem lucro recorde em 2020, puxado por venda de ações",12/03/2021 12:05,2022-05-03 16:36:15,https://www.suno.com.br/noticias/bndes-lucro-liquido-2020-acoes/,"['BNDES', 'mercado financeiro', 'Resultado das empresas', 'Suzano (SUZB3)', 'Vale (VALE3)']"
637,Mercado,"Ibovespa tem leve alta, mas é contido por commodities; SulAmérica (SULA11) dispara 7%",19/03/2021 13:39,2022-05-03 16:36:15,https://www.suno.com.br/noticias/ibovespa-alta-commodities-sulamerica-sula11-19032021/,"['Bolsas mundiais', 'commodities', 'Especialistas', 'Ibovespa', 'SulAmérica (SULA11/SULA3/SULA4)', 'Vale (VALE3)']"
643,Negócios,Locaweb (LWSA3) entra para o Ibovespa na primeira prévia para maio a agosto,01/04/2021 10:25,2022-05-03 16:36:16,https://www.suno.com.br/noticias/locaweb-lwsa3-previa-ibovespa/,"['B3 (B3SA3)', 'Bradesco (BBDC3/BBDC4)', 'Cia Hering (HGTX3)', 'Ecorodovias (ECOR3)', 'Ibovespa', 'Itaúsa (ITSA3/ITSA4)', 'Locaweb (LWSA3)', 'Vale (VALE3)']"
665,Mercado,"Ibovespa cai 0,98% e fecha a 118 mil pontos com mau humor estrangeiro",30/04/2021 17:40,2022-05-03 16:36:26,https://www.suno.com.br/noticias/ibovespa-fecha-118-mil-pontos-mau-humor-estrangeiro/,"['Azul', 'AZUL4', 'Braskem (BRKM3/BRKM5/BRKM6)', 'CVC (CVCB3)', 'Eletrobras (ELET3/ELET5/ELET6)', 'Especialistas', 'Grupo Pão de Açúcar (PCAR3/PCAR4)', 'Ibovespa', 'Vale (VALE3)']"
666,Mercado,"Ibovespa inicia em leve alta, com mercado digerindo balanços e alta da Selic",06/05/2021 10:51,2022-05-03 16:36:26,https://www.suno.com.br/noticias/ibovespa-copom-selic-balancos-commodities-06052021/,"['balanços trimestrais', 'Comissão Parlamentar de Inquérito (CPI)', 'Copom', 'Especialistas', 'Ibovespa', 'Vale (VALE3)']"
669,Mercado,Ibovespa supera 126 mil pontos e renova máxima; Cosan (CSAN3) sobe 6%,31/05/2021 17:32,2022-05-03 16:36:29,https://www.suno.com.br/noticias/ibovespa-supera-126-mil-renova-maxima-cosan-csan-sobe/,"['Cosan (CSAN3)', 'Especialistas', 'Ibovespa', 'Vale (VALE3)']"
671,Mercado,"Ibovespa ensaia recuperação, mas queda do minério emperra otimismo",13/05/2021 10:45,2022-05-03 16:36:29,https://www.suno.com.br/noticias/ibovespa-minerio-de-ferro-economia-resultados-13052021/,"['Economia', 'Especialistas', 'IBC-Br', 'Ibovespa', 'minério de ferro', 'Vale (VALE3)']"
676,Mercado,"Ibovespa fecha em queda de 0,19%, a 119.471,62 pontos",09/02/2021 18:30,2022-05-03 16:37:07,https://www.suno.com.br/noticias/ibovespa-fecha-em-queda-09022021/,"['BTG Pactual (BPAC11/BPAC3/BPAC5)', 'Eletrobras (ELET3/ELET5/ELET6)', 'Ibama', 'Ibovespa', 'Vale (VALE3)']"
682,Mercado,Minério de ferro dispara 7% após fim do feriado chinês,18/02/2021 08:13,2022-05-03 16:37:25,https://www.suno.com.br/noticias/minerio-de-ferro-dispara-feriado-chines/,"['China', 'commodities', 'minério de ferro', 'Vale (VALE3)']"
684,Mercado,"Siderúrgicas afundam; entenda a queda de Gerdau, CSN e Usiminas",19/01/2021 19:57,2022-05-03 16:37:34,https://www.suno.com.br/noticias/siderurgicas-afundam-gerdau-csn-usiminas/,"['CSN (CSNA3)', 'Gerdau (GGBR3/GGBR4)', 'minério de ferro', 'USIM5', 'Usiminas', 'Vale (VALE3)']"
685,Mercado,"Ibovespa fecha em queda de 0,39%, a 119.260,82 pontos",04/02/2021 18:29,2022-05-03 16:37:42,https://www.suno.com.br/noticias/ibovespa-fecha-em-queda-04020221/,"['Bradesco (BBDC3/BBDC4)', 'Intelbras (INTB3)', 'Vale (VALE3)']"
688,Mercado,"Ibovespa fecha em alta de 0,73%, de volta aos 119 mil pontos",11/02/2021 18:15,2022-05-03 16:37:53,https://www.suno.com.br/noticias/ibovespa-fecha-alta-119-mil-pontos-11022021/,"['auxílio emergencial', 'Ibovespa', 'Suzano (SUZB3)', 'Totvs (TOTS3)', 'Vale (VALE3)']"
695,Mercado,"Ibovespa despenca 3,21% e volta aos 115 mil pontos com mercado arisco",29/01/2021 18:31,2022-05-03 16:38:23,https://www.suno.com.br/noticias/ibovespa-despenca-mercado-arisco-29012021/,"['Ibovespa', 'IRB Brasil (IRBR3)', 'PetroRio (PRIO3)', 'Vale (VALE3)']"
708,Negócios,"Justiça do RJ acata pedido da Litel e Bradespar (BRAP4) deverá pagar R$ 1,4 bi; cabe recurso",28/01/2021 07:33,2022-05-03 16:38:47,https://www.suno.com.br/noticias/bradespar-brap4-justica-rj-acata-litel/,"['Bradespar (BRAP3/BRAP4)', 'minério de ferro', 'Vale (VALE3)']"
713,Mercado,"Ibovespa salta 1,26% com bom humor após resultados da vacina Oxford-AstraZeneca",23/11/2020 18:20,2022-05-03 16:38:53,https://www.suno.com.br/noticias/ibovespa-salta-vacina-oxford-astrazeneca/,"['Eneva (ENEV3)', 'Ibovespa', 'Suzano (SUZB3)', 'Vale (VALE3)']"
719,Mercado,"Ibovespa fecha em queda de 1,05% e perde marca de 107 mil pontos",18/11/2020 18:20,2022-05-03 16:39:02,https://www.suno.com.br/noticias/ibovespa-fecha-queda-perde-107-mil-pontos-18112020/,"['Bradesco (BBDC3/BBDC4)', 'Ibovespa', 'Oi (OIBR3/OIBR4)', 'Vale (VALE3)']"
722,Negócios,Bradespar (BRAP4) tem lucro líquido de R$ 796 milhões no 3T20,12/11/2020 09:07,2022-05-03 16:39:02,https://www.suno.com.br/noticias/bradespar-brap4-lucro-liquido-3t20/,"['Bradespar (BRAP3/BRAP4)', 'Resultado das empresas', 'Vale (VALE3)']"
724,Mercado,"Ibovespa cai 1,52%, mas fecha melhor novembro do século",30/11/2020 18:23,2022-05-03 16:39:05,https://www.suno.com.br/noticias/ibovespa-fecha-queda-melhor-novembro-30112020/,"['Ibovespa', 'Itaúsa (ITSA3/ITSA4)', 'Magazine Luiza (MGLU3)', 'Vale (VALE3)', 'Via Varejo (VVAR3)']"
738,Mercado,"Commodities: Ouro tem leve alta, enquanto minério e petróleo recuam",19/10/2020 09:02,2022-05-03 16:39:09,https://www.suno.com.br/noticias/commodities-ouro-minerio-petroleo-19102020/,"['commodities', 'minério de ferro', 'Ouro', 'Petróleo', 'Vale (VALE3)']"
742,Mercado,"Ibovespa fecha em alta de  0,93%, a 95.478,52 pontos",01/10/2020 17:36,2022-05-03 16:39:09,https://www.suno.com.br/noticias/ibovespa-fecha-em-alta-de-093-a-95-47852-pontos-01102020/,"['CVC (CVCB3)', 'Ibovespa', 'Natura (NTCO3)', 'Vale (VALE3)']"
748,Mercado,Ibovespa inicia em alta; fala de Bolsonaro e eleições nos EUA no radar,08/10/2020 10:17,2022-05-03 16:39:09,https://www.suno.com.br/noticias/ibovespa-guedes-bolsonaro-trump-camara-08102020/,"['Câmara dos Deputados', 'Donald Trump', 'Ibovespa', 'Magazine Luiza (MGLU3)', 'Paulo Guedes', 'Vale (VALE3)']"
758,Mercado,"Dólar encerra em queda de 1,13%, negociado a R$ 5,525",09/10/2020 17:48,2022-05-03 16:39:10,https://www.suno.com.br/noticias/o-dolar-encerra-em-queda-de-113-negociado-a-r-5525/,"['Banco Mundial', 'Casa Branca', 'China', 'coronavoucher', 'dólar', 'Donald Trump', 'Estados Unidos (EUA)', 'Vale (VALE3)']"
760,Mercado,"Ibovespa inverte e cai 0,49% após declarações de Trump",06/10/2020 17:42,2022-05-03 16:39:10,https://www.suno.com.br/noticias/ibovespa-fecha-queda-declaracoes-trump-06102020/,"['companhias aéreas', 'Ibovespa', 'Paulo Guedes', 'Rodrigo Maia', 'Vale (VALE3)']"
763,Mercado,"Minério de ferro: contratos futuros fecham em queda de 3,14%",23/10/2020 09:16,2022-05-03 16:39:11,https://www.suno.com.br/noticias/commodities-ouro-minerio-de-ferro-petroleo-23102020/,"['commodities', 'minério de ferro', 'Ouro', 'Petróleo', 'Vale (VALE3)']"
773,Mercado,"Ibovespa fecha em alta de 2,24%, a 109.786,30 pontos",24/11/2020 18:41,2022-05-03 16:39:12,https://www.suno.com.br/noticias/ibovespa-fecha-em-alta-de-224-a-109-78630-pontos-24112020/,"['Anima (ANIM3)', 'BNDES', 'CPFL (CPFE3)', 'Ibovespa', 'Klabin (KLBN11/KLBN3/KLBN4)', 'Vale (VALE3)']"
